visita_id,preso_id,preso_documento,preso_nombres,preso_apellidos,preso_fecha_nacimiento,preso_delito,preso_estado,preso_celda,preso_patio,preso_fecha_ingreso,visitante_nombre,visitante_documento,visita_fecha,visita_hora,visita_estado,visita_motivo_denegacion,guardia_id,guardia_documento,guardia_nombres,guardia_apellidos,guardia_rango,guardia_turno,guardia_patio,guardia_zona,guardia_estado,hubo_incidente,incidente_id,incidente_tipo,incidente_descripcion,incidente_fecha,incidente_hora,incidente_estado
714,34,173574218,Paola,Martinez Mora,1998-08-29,Extorsion,SINDICADO,D026,Patio 2,2020-03-22,Martha Mendoza,352027504,2023-07-24,10:45:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
715,54,175133802,Hernan,Cruz Bedoya,1974-01-30,Concierto para delinquir,CONDENADO,E025,Patio 3,2022-11-04,Henry Castro,989003129,2023-02-18,08:30:00,PERMITIDA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
716,129,595155950,Hector,Medina Diaz,1971-06-15,Concierto para delinquir,ACTIVO,C040,Patio 3,2020-11-19,David Montoya,340620860,2023-03-07,13:45:00,APROBADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
717,125,777703980,Wilson,Guerrero Romero,1993-07-01,Homicidio,SINDICADO,A026,Patio 1,2022-06-27,Yaneth Aguilar,1062413801,2023-12-15,20:30:00,APROBADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
718,39,108399996,Hernan,Montoya Mendoza,1989-10-03,Homicidio,TRASLADADO,A035,Patio 3,2020-08-24,Juan Alvarez,957905637,2024-09-10,18:00:00,PENDIENTE,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
719,118,1029066493,Rafael,Alvarez Buitrago,1981-09-22,Porte ilegal de armas,ACTIVO,E036,Patio 5,2022-02-11,Jorge Cardenas,213184291,2023-04-19,20:00:00,CANCELADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
720,43,692362342,Ferney,Ruiz Montoya,1960-06-07,Homicidio,ACTIVO,E017,Patio 2,2020-03-14,Felipe Soto,574076243,2023-07-30,13:15:00,PENDIENTE,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
721,130,179308612,Adriana,Reyes Cano,1973-06-02,Concierto para delinquir,LIBERADO,E017,Patio 3,2022-07-24,David Moreno,571489117,2023-04-12,10:30:00,PERMITIDA,,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
722,107,919382051,Cesar,Castro Parra,1983-04-12,Concierto para delinquir,SINDICADO,B032,Patio 2,2022-06-11,Liliana Ortiz,775856484,2023-09-09,21:45:00,PERMITIDA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,SI,141,Posesion de objetos prohibidos,El preso intentó pasar mensajes al visitante sin autorización,2023-09-09,12:30:00,RESUELTO
723,63,288856883,Edison,Salcedo Diaz,1962-04-02,Abuso sexual,ACTIVO,A032,Patio 4,2020-09-30,Liliana Ramos,1064290231,2024-06-26,14:15:00,APROBADA,,5,779760958,Natalia,Montoya Soto,SARGENTO,TARDE,Patio 5,Zona Central,ACTIVO,NO,,,,,,
724,118,1029066493,Rafael,Alvarez Buitrago,1981-09-22,Porte ilegal de armas,ACTIVO,E036,Patio 5,2022-02-11,Sandra Chavez,929328811,2024-11-29,13:00:00,FINALIZADA,,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,SI,142,Rina entre internos,El preso protagonizó un acto de automutilación durante la visita,2024-11-29,20:00:00,PENDIENTE
725,43,692362342,Ferney,Ruiz Montoya,1960-06-07,Homicidio,ACTIVO,E017,Patio 2,2020-03-14,Xiomara Lopez,778183455,2023-03-04,14:00:00,DENEGADA,Visitante en lista de restriccion,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
726,134,335154329,Hector,Moreno Bedoya,1971-03-30,Concierto para delinquir,CONDENADO,E037,Patio 2,2020-07-17,Dario Castillo,1076279198,2024-03-05,14:30:00,PENDIENTE,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
727,89,428786222,Hernan,Cano Ortiz,1981-03-24,Abuso sexual,SINDICADO,C029,Patio 5,2021-11-08,Gloria Alvarez,791360184,2023-10-14,16:15:00,PENDIENTE,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
728,53,101815992,Beatriz,Buitrago Mora,1992-04-09,Terrorismo,CONDENADO,B011,Patio 3,2022-06-02,Diana Pineda,534334693,2024-10-01,20:45:00,PENDIENTE,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
729,51,223847257,Rodrigo,Castro Cano,1971-11-28,Trafico de estupefacientes,ACTIVO,C032,Patio 3,2021-10-04,Dario Torres,658850084,2023-03-28,08:30:00,FINALIZADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
730,139,196961971,Gloria,Garcia Medina,1984-01-26,Homicidio,SINDICADO,E013,Patio 3,2022-02-19,Maria Molina,782562119,2023-08-07,09:30:00,CANCELADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
731,41,838194420,Hector,Medina Cardenas,1981-11-30,Secuestro,TRASLADADO,A014,Patio 1,2022-05-17,Mario Bravo,553919931,2023-01-29,20:30:00,APROBADA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
732,130,179308612,Adriana,Reyes Cano,1973-06-02,Concierto para delinquir,LIBERADO,E017,Patio 3,2022-07-24,Diana Ramirez,151252777,2023-03-03,21:30:00,PERMITIDA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,NO,,,,,,
733,32,266211829,Ivan,Guerrero Jimenez,1962-08-16,Estafa,CONDENADO,A016,Patio 3,2020-04-27,Fabian Acosta,724481610,2023-11-02,17:00:00,FINALIZADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
734,145,333291547,Adriana,Alvarez Herrera,1998-05-16,Porte ilegal de armas,ACTIVO,E016,Patio 3,2022-01-04,Beatriz Acosta,365894267,2024-09-01,11:30:00,PERMITIDA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,SI,143,Introduccion de elementos prohibidos,El visitante fue retirado por alterar el orden en visitas,2024-09-01,18:15:00,RESUELTO
735,27,601463916,Jhon,Lopez Mora,1989-04-24,Concierto para delinquir,ACTIVO,C024,Patio 3,2020-08-11,Rafael Soto,557083443,2024-06-12,17:15:00,PERMITIDA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
736,106,198061499,Edwin,Mora Zapata,1986-05-03,Trafico de estupefacientes,LIBERADO,E013,Patio 3,2020-03-23,Adriana Martinez,496526646,2023-04-05,08:45:00,APROBADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
737,135,1070022337,Hector,Pineda Gonzalez,1973-11-09,Fabricacion de explosivos,SINDICADO,D029,Patio 3,2020-09-26,Hector Ruiz,572532253,2024-08-25,16:45:00,PERMITIDA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
738,126,278632824,Edison,Mendoza Rodriguez,1962-01-23,Porte ilegal de armas,CONDENADO,B036,Patio 3,2022-02-06,Jose Soto,651028717,2023-06-16,10:15:00,FINALIZADA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
739,136,196779973,Felipe,Castillo Acosta,1978-08-21,Hurto calificado,ACTIVO,D019,Patio 3,2022-12-23,Liliana Ramirez,229779337,2024-12-12,11:45:00,FINALIZADA,,4,576271425,Pedro,Perez Castillo,SUBOFICIAL,MANANA,Patio 1,Zona Sur,ACTIVO,SI,144,Posesion de objetos prohibidos,Se reportó intento de fuga durante el traslado post-visita,2024-12-12,13:00:00,RESUELTO
740,95,614015466,Adriana,Cruz Castro,1962-04-21,Secuestro,TRASLADADO,D003,Patio 1,2020-05-13,Claudia Mendoza,415660014,2023-10-24,08:15:00,APROBADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
741,125,777703980,Wilson,Guerrero Romero,1993-07-01,Homicidio,SINDICADO,A026,Patio 1,2022-06-27,Mario Guerrero,331478831,2023-05-27,10:45:00,APROBADA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
742,47,292587044,Dario,Cruz Ramos,1995-12-26,Concierto para delinquir,TRASLADADO,B024,Patio 3,2020-11-22,Liliana Parra,715317515,2023-01-03,09:30:00,APROBADA,,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
743,80,735760237,Edison,Lozano Herrera,1964-07-27,Terrorismo,CONDENADO,E016,Patio 5,2020-09-04,Paola Torres,918138906,2024-04-08,13:45:00,FINALIZADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
744,36,356287095,Rodrigo,Chavez Torres,1990-02-16,Concierto para delinquir,ACTIVO,C001,Patio 1,2020-01-20,Rafael Bravo,449198328,2024-10-13,15:45:00,DENEGADA,Preso en aislamiento,17,669601448,Nelson,Gutierrez Ramos,TENIENTE,TARDE,Patio 2,Zona Este,ACTIVO,NO,,,,,,
745,23,1065953266,Beatriz,Alvarez Ramirez,1971-02-13,Extorsion,ACTIVO,A006,Patio 5,2021-04-16,Adriana Acosta,397829240,2024-11-11,17:45:00,FINALIZADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,SI,145,Trafico interno de sustancias,Se encontró un celular durante la requisa al visitante,2024-11-11,16:00:00,CANCELADO
746,23,1065953266,Beatriz,Alvarez Ramirez,1971-02-13,Extorsion,ACTIVO,A006,Patio 5,2021-04-16,Jairo Ramirez,791397593,2024-12-25,08:30:00,CANCELADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
747,144,1050705815,Liliana,Pineda Sanchez,1997-05-25,Violencia intrafamiliar,CONDENADO,B032,Patio 1,2022-01-28,Ivan Molina,610924682,2023-07-17,17:00:00,RECHAZADA,Cupo maximo alcanzado,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
748,129,595155950,Hector,Medina Diaz,1971-06-15,Concierto para delinquir,ACTIVO,C040,Patio 3,2020-11-19,Esperanza Munar,444060339,2023-05-04,18:15:00,APROBADA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,SI,146,Agresion a guardia,El interno amenazó al personal de guardia durante la visita,2023-05-04,21:45:00,PENDIENTE
749,103,795392488,Rafael,Aguilar Flores,1963-03-15,Trafico de estupefacientes,ACTIVO,B039,Patio 5,2021-08-14,Liliana Rodriguez,1023040452,2023-02-16,15:00:00,PERMITIDA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
750,136,196779973,Felipe,Castillo Acosta,1978-08-21,Hurto calificado,ACTIVO,D019,Patio 3,2022-12-23,Esperanza Vargas,406394085,2024-01-27,12:00:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
751,37,592080329,Viviana,Zapata Sanchez,1963-04-15,Abuso sexual,ACTIVO,B028,Patio 2,2021-12-15,Liliana Mora,281667509,2023-09-19,20:00:00,APROBADA,,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
752,16,925276600,Jairo,Cruz Ramirez,1973-03-01,Lavado de activos,ACTIVO,A001,Patio 3,2022-10-22,Juan Mendoza,518694576,2023-11-30,10:00:00,PENDIENTE,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
753,26,360916298,Luz,Ramos Moreno,1964-03-25,Homicidio,CONDENADO,C011,Patio 4,2022-04-21,David Lopez,317496560,2023-05-26,14:30:00,PERMITIDA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
754,62,804436922,Edison,Garcia Molina,1998-08-06,Fabricacion de explosivos,TRASLADADO,E040,Patio 4,2021-03-24,Cesar Cardenas,513442871,2024-08-23,11:45:00,CANCELADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
755,30,1094678970,Cesar,Herrera Vargas,1978-03-25,Violencia intrafamiliar,SINDICADO,C023,Patio 1,2020-12-03,Liliana Martinez,619875201,2023-03-04,13:45:00,CANCELADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
756,8,508157429,Camilo,Diaz Lozano,1997-06-01,Porte ilegal de armas,ACTIVO,C011,Patio 2,2021-06-30,Natalia Mora,208994910,2024-10-10,11:00:00,PERMITIDA,,14,978779150,Viviana,Bedoya Mora,OFICIAL,NOCHE,Patio 1,Zona Central,INACTIVO,NO,,,,,,
757,64,960514523,Carolina,Vega Salcedo,1985-01-26,Estafa,ACTIVO,E034,Patio 4,2022-10-30,Adriana Perez,1008683924,2024-10-29,20:15:00,PERMITIDA,,18,448303473,Ruben,Zapata Munar,DRAGONEANTE,MANANA,Patio 2,Zona Sur,ACTIVO,NO,,,,,,
758,129,595155950,Hector,Medina Diaz,1971-06-15,Concierto para delinquir,ACTIVO,C040,Patio 3,2020-11-19,Monica Montoya,585054283,2023-05-26,13:15:00,APROBADA,,7,1053580472,Edwin,Ramos Cruz,TENIENTE,TARDE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
759,11,982403818,Jorge,Castillo Chavez,1972-01-04,Homicidio,ACTIVO,D026,Patio 3,2021-03-11,Carlos Lopez,1089786718,2024-04-20,21:30:00,DENEGADA,Visitante en lista de restriccion,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,NO,,,,,,
760,124,440012324,Hector,Soto Molina,1981-11-20,Fraude procesal,SINDICADO,D039,Patio 1,2021-04-25,Nelson Cano,1002677780,2024-09-04,12:45:00,PERMITIDA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
761,131,1007638182,Mario,Moreno Gutierrez,1998-04-12,Violencia intrafamiliar,ACTIVO,C018,Patio 5,2022-01-05,Camilo Ruiz,326398655,2023-02-16,10:00:00,PERMITIDA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,SI,147,Introduccion de elementos prohibidos,Se presentó una riña entre el preso y otro interno en el patio,2023-02-16,21:15:00,RESUELTO
762,130,179308612,Adriana,Reyes Cano,1973-06-02,Concierto para delinquir,LIBERADO,E017,Patio 3,2022-07-24,Adriana Aguilar,364063487,2024-11-29,13:30:00,PENDIENTE,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
763,83,289125618,Jhon,Salcedo Pineda,1972-02-12,Estafa,CONDENADO,D018,Patio 4,2022-08-10,Jose Pineda,1090266753,2023-08-04,15:30:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
764,1,786579303,David,Rodriguez Acosta,1972-05-03,Extorsion,ACTIVO,E029,Patio 1,2020-06-27,Liliana Montoya,1061286881,2024-05-02,08:00:00,DENEGADA,Visitante en lista de restriccion,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
765,126,278632824,Edison,Mendoza Rodriguez,1962-01-23,Porte ilegal de armas,CONDENADO,B036,Patio 3,2022-02-06,Luis Vega,578004919,2024-07-05,09:00:00,CANCELADA,,13,494665673,David,Molina Aguilar,SUBOFICIAL,MANANA,Patio 4,Zona Central,SUSPENDIDO,NO,,,,,,
766,32,266211829,Ivan,Guerrero Jimenez,1962-08-16,Estafa,CONDENADO,A016,Patio 3,2020-04-27,Ivan Alvarez,110053768,2024-01-21,21:30:00,FINALIZADA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,SI,148,Introduccion de elementos prohibidos,El interno agredió al visitante durante el tiempo de visita,2024-01-21,09:45:00,RESUELTO
767,57,426283245,Felipe,Jimenez Ruiz,1995-03-31,Estafa,CONDENADO,C003,Patio 4,2022-06-23,Martha Ortiz,139509449,2023-10-15,18:30:00,APROBADA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,SI,149,Incendio provocado,El interno incitó a otros presos a un acto de indisciplina,2023-10-15,12:15:00,EN_PROCESO
768,72,1002486082,Carolina,Torres Bedoya,1983-12-17,Trafico de estupefacientes,TRASLADADO,D032,Patio 5,2020-02-25,Martha Vargas,692474835,2024-12-21,19:15:00,APROBADA,,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,SI,150,Motin,Se reportó daño al mobiliario del área de visitas,2024-12-21,09:30:00,RESUELTO
769,50,930353157,Camilo,Reyes Pineda,1982-11-07,Lavado de activos,CONDENADO,D018,Patio 3,2020-02-26,Dario Martinez,236827900,2024-11-19,18:15:00,APROBADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
770,67,391751878,Maria,Castillo Buitrago,1963-08-13,Hurto calificado,ACTIVO,C019,Patio 2,2021-03-14,Luis Rios,827711835,2023-08-22,16:30:00,APROBADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
771,137,638798023,Camilo,Vargas Medina,2000-12-31,Fraude procesal,TRASLADADO,B036,Patio 3,2020-08-23,Jairo Mora,797964448,2023-09-16,18:45:00,APROBADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,NO,,,,,,
772,14,197613238,Cesar,Lopez Ramirez,1966-11-09,Concierto para delinquir,ACTIVO,E015,Patio 4,2020-05-10,Jorge Bravo,341106805,2024-03-18,21:45:00,PERMITIDA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,SI,151,Infraccion disciplinaria,El preso intentó sobornar al guardia durante la supervisión,2024-03-18,15:30:00,RESUELTO
773,13,902099969,Natalia,Ruiz Cano,1977-11-30,Porte ilegal de armas,ACTIVO,A036,Patio 5,2022-10-07,Edwin Rios,555073531,2024-03-06,16:45:00,PERMITIDA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,SI,152,Agresion a guardia,Se encontró un celular durante la requisa al visitante,2024-03-06,09:00:00,CANCELADO
774,20,1042755630,Xiomara,Perez Perez,1992-10-30,Violencia intrafamiliar,CONDENADO,E035,Patio 5,2020-09-14,Luis Cano,956009427,2023-07-21,10:30:00,PERMITIDA,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,SI,153,Motin,Se presentó una riña entre el preso y otro interno en el patio,2023-07-21,08:45:00,RESUELTO
775,86,295249057,Martha,Jimenez Reyes,1995-10-15,Secuestro,ACTIVO,D033,Patio 3,2020-01-21,Juan Cruz,657996830,2023-09-11,09:45:00,APROBADA,,9,191659287,Andres,Ruiz Sanchez,OFICIAL,NOCHE,Patio 3,Zona Sur,ACTIVO,NO,,,,,,
776,61,545002643,Hector,Zapata Moreno,1992-03-22,Terrorismo,ACTIVO,C023,Patio 2,2020-10-29,Natalia Ramirez,191842179,2024-09-06,17:45:00,APROBADA,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
777,16,925276600,Jairo,Cruz Ramirez,1973-03-01,Lavado de activos,ACTIVO,A001,Patio 3,2022-10-22,Wilson Lopez,700498762,2024-01-22,13:00:00,APROBADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,SI,154,Amenazas verbales,Se encontró material prohibido en el registro de la visita,2024-01-22,12:45:00,PENDIENTE
778,14,197613238,Cesar,Lopez Ramirez,1966-11-09,Concierto para delinquir,ACTIVO,E015,Patio 4,2020-05-10,Edwin Munar,945544638,2024-01-26,14:00:00,RECHAZADA,Preso en aislamiento,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
779,3,868820204,Jairo,Rios Buitrago,1978-10-26,Extorsion,SINDICADO,B032,Patio 1,2020-11-22,Miguel Cruz,798921553,2024-01-29,15:45:00,RECHAZADA,Cupo maximo alcanzado,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
780,7,856528252,Pedro,Gonzalez Vega,1970-03-22,Fabricacion de explosivos,ACTIVO,A021,Patio 2,2020-07-25,Jose Lozano,646425072,2024-06-13,13:15:00,APROBADA,,15,990626742,Edison,Aguilar Rodriguez,CABO,TARDE,Patio 3,Zona Este,ACTIVO,SI,155,Incendio provocado,El preso protagonizó un acto de automutilación durante la visita,2024-06-13,09:15:00,CANCELADO
781,66,922286180,Ruben,Salcedo Ospina,1988-02-11,Extorsion,ACTIVO,A020,Patio 3,2021-04-25,Olga Pineda,910002522,2024-03-07,15:45:00,APROBADA,,12,644830077,Nelson,Flores Vega,TENIENTE,MANANA,Patio 1,Zona Este,ACTIVO,SI,156,Rina entre internos,Se encontró material prohibido en el registro de la visita,2024-03-07,10:30:00,RESUELTO
782,92,878017216,Natalia,Molina Salcedo,1986-10-08,Secuestro,LIBERADO,B010,Patio 3,2021-04-10,Paola Cruz,412527533,2024-08-20,16:15:00,APROBADA,,10,729712082,Yaneth,Montoya Cruz,OFICIAL,MANANA,Patio 4,Zona Este,ACTIVO,NO,,,,,,
783,95,614015466,Adriana,Cruz Castro,1962-04-21,Secuestro,TRASLADADO,D003,Patio 1,2020-05-13,Ivan Lozano,1075494683,2024-06-14,17:15:00,APROBADA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,SI,157,Infraccion disciplinaria,Se encontró material prohibido en el registro de la visita,2024-06-14,14:30:00,EN_PROCESO
784,52,568574364,Paola,Cardenas Ramirez,1977-04-12,Falsedad documental,SINDICADO,B026,Patio 1,2022-06-12,Edison Diaz,743989866,2023-12-16,11:45:00,PENDIENTE,,3,133447745,Juan,Parra Chavez,TENIENTE,NOCHE,Patio 1,Zona Oeste,ACTIVO,NO,,,,,,
785,85,361846370,Cesar,Diaz Zapata,1987-05-18,Concierto para delinquir,ACTIVO,A008,Patio 4,2021-10-27,Miguel Diaz,1040711095,2024-08-02,13:30:00,FINALIZADA,,19,153432064,Wilson,Perez Aguilar,TENIENTE,NOCHE,Patio 4,Zona Oeste,ACTIVO,NO,,,,,,
786,11,982403818,Jorge,Castillo Chavez,1972-01-04,Homicidio,ACTIVO,D026,Patio 3,2021-03-11,Edwin Diaz,769929016,2023-08-13,08:15:00,PENDIENTE,,16,294782734,Rafael,Zapata Vega,TENIENTE,MANANA,Patio 2,Zona Norte,ACTIVO,NO,,,,,,
787,55,432091877,Hernan,Ramos Castillo,1978-01-18,Terrorismo,ACTIVO,A033,Patio 2,2022-05-11,Patricia Jimenez,529832349,2024-05-07,19:30:00,PENDIENTE,,8,435569630,Hernan,Medina Ortiz,CABO,NOCHE,Patio 4,Zona Norte,ACTIVO,NO,,,,,,
788,48,945436943,Edison,Sanchez Gutierrez,1999-02-14,Trafico de estupefacientes,TRASLADADO,B017,Patio 2,2022-07-31,Natalia Molina,486449601,2024-01-07,08:00:00,PERMITIDA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,SI,158,Intento de fuga,El guardia reportó comportamiento agresivo del interno,2024-01-07,12:45:00,EN_PROCESO
789,12,803771909,Martha,Chavez Pineda,1980-07-31,Hurto calificado,ACTIVO,B024,Patio 5,2021-06-22,Fabian Castro,310440043,2023-07-23,11:30:00,APROBADA,,1,664880035,David,Acosta Martinez,TENIENTE,TARDE,Patio 3,Zona Central,ACTIVO,SI,159,Huelga de hambre,Se detectó tráfico de mensajes entre internos de distintos patios,2023-07-23,10:30:00,RESUELTO
790,6,1090307112,Patricia,Perez Montoya,1973-02-24,Fraude procesal,CONDENADO,C013,Patio 5,2021-01-28,Patricia Pineda,945479430,2023-09-26,09:00:00,DENEGADA,Visitante en lista de restriccion,6,642831335,Paola,Ruiz Sanchez,OFICIAL,MANANA,Patio 5,Zona Sur,ACTIVO,NO,,,,,,
791,29,1038972143,Pedro,Alvarez Montoya,1964-05-23,Trafico de estupefacientes,CONDENADO,D019,Patio 1,2020-07-10,Claudia Vega,283996190,2023-08-04,12:45:00,APROBADA,,11,905611583,Monica,Bravo Lopez,SARGENTO,NOCHE,Patio 3,Zona Este,ACTIVO,NO,,,,,,
792,135,1070022337,Hector,Pineda Gonzalez,1973-11-09,Fabricacion de explosivos,SINDICADO,D029,Patio 3,2020-09-26,Sandra Munar,561215232,2024-03-20,19:00:00,APROBADA,,20,544726404,Camilo,Jimenez Molina,SUBOFICIAL,MANANA,Patio 3,Zona Oeste,ACTIVO,SI,160,Posesion de objetos prohibidos,El visitante intentó pasar un objeto no permitido al preso,2024-03-20,11:45:00,RESUELTO
793,63,288856883,Edison,Salcedo Diaz,1962-04-02,Abuso sexual,ACTIVO,A032,Patio 4,2020-09-30,Felipe Flores,451844369,2024-09-22,17:15:00,CANCELADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
794,64,960514523,Carolina,Vega Salcedo,1985-01-26,Estafa,ACTIVO,E034,Patio 4,2022-10-30,Natalia Ospina,324667128,2024-10-06,20:30:00,APROBADA,,2,585337126,Olga,Romero Bedoya,DRAGONEANTE,NOCHE,Patio 5,Zona Este,ACTIVO,NO,,,,,,
